FECHA,HORA,MINUTOS,N  ABEJAS/ VISITA,N MOSCAS / VISITA,TEMPERATURA,especie
11/6/2020,03,21,1,0,39,
11/6/2020,03,22,1,0,38,
11/6/2020,03,22,1,0,38,
11/6/2020,03,23,2,0,38,
11/6/2020,03,23,1,0,38,
11/6/2020,03,28,1,0,38,
11/6/2020,03,29,1,0,38,
11/6/2020,03,29,1,0,38,
11/6/2020,03,30,1,0,38,
11/6/2020,03,30,1,0,38,
11/6/2020,03,32,1,0,38,
11/6/2020,03,33,1,0,38,
11/6/2020,03,34,1,0,38,
11/6/2020,03,35,1,0,38,
11/6/2020,03,37,1,0,38,
11/6/2020,03,39,1,0,38,
11/6/2020,03,41,2,0,38,
11/6/2020,03,42,1,0,38,
11/6/2020,03,42,1,0,38,
11/6/2020,03,43,1,0,38,
11/6/2020,03,43,1,0,38,
11/6/2020,03,44,1,0,38,
11/6/2020,03,47,1,0,38,
11/6/2020,03,47,1,0,38,
11/6/2020,03,48,1,0,38,
11/6/2020,03,49,2,0,38,
11/6/2020,03,50,1,0,38,
11/6/2020,03,50,1,0,38,
11/6/2020,03,51,1,0,38,
11/6/2020,03,51,2,0,38,
11/6/2020,03,52,2,0,38,
11/6/2020,03,52,1,0,38,
11/6/2020,03,53,2,0,38,
11/6/2020,03,53,2,0,38,
11/6/2020,03,54,1,0,38,
11/6/2020,03,54,1,0,38,
11/6/2020,03,55,1,0,38,
11/6/2020,03,55,1,0,38,
11/6/2020,03,56,1,0,38,
11/6/2020,03,57,1,0,38,
11/6/2020,03,57,1,0,38,
11/6/2020,03,58,1,0,38,
11/6/2020,03,59,1,0,38,
11/6/2020,03,59,1,0,38,
11/6/2020,04,02,1,0,38,
11/6/2020,04,08,1,0,38,
11/6/2020,04,09,1,0,38,
11/6/2020,04,09,1,0,38,
11/6/2020,04,10,1,0,38,
11/6/2020,04,14,1,0,38,
11/6/2020,04,28,1,0,39,
11/6/2020,04,29,1,0,39,
11/6/2020,04,32,1,0,39,
11/6/2020,04,33,1,0,39,
11/6/2020,04,34,1,0,39,
11/6/2020,04,34,2,0,39,
11/6/2020,04,35,1,0,39,
11/6/2020,04,36,1,0,40,
11/6/2020,04,37,1,0,40,
11/6/2020,04,39,1,0,40,
11/6/2020,04,39,1,0,40,
11/6/2020,04,40,1,0,40,
11/6/2020,04,40,1,0,40,
11/6/2020,04,41,1,0,40,
11/6/2020,04,41,1,0,40,
11/6/2020,04,42,1,0,40,
11/6/2020,04,43,1,0,40,
11/6/2020,04,45,1,0,40,
11/6/2020,04,46,1,0,40,
11/6/2020,04,47,1,0,41,
11/6/2020,04,47,1,0,41,
11/6/2020,04,48,1,0,41,
11/6/2020,04,52,1,0,41,
11/6/2020,04,53,2,0,41,
11/6/2020,04,53,1,0,41,
11/6/2020,04,54,2,0,41,
11/6/2020,04,55,2,0,41,
11/6/2020,04,55,2,0,41,
11/6/2020,04,56,1,0,41,
11/6/2020,04,56,1,0,41,
11/6/2020,04,57,1,0,41,
11/6/2020,04,57,1,0,41,
11/6/2020,04,58,1,0,42,
11/6/2020,04,58,1,0,42,
11/6/2020,04,59,1,0,42,
11/6/2020,05,02,1,0,42,
11/6/2020,05,06,1,0,42,
11/6/2020,05,06,1,0,42,
11/6/2020,05,07,1,0,42,
11/6/2020,05,08,1,0,42,
11/6/2020,05,08,1,0,42,
11/6/2020,05,12,1,0,42,
11/6/2020,05,12,1,0,42,
11/6/2020,05,13,1,0,42,
11/6/2020,05,13,1,0,42,
11/6/2020,05,13,1,0,42,
11/6/2020,05,14,3,0,42,
11/6/2020,05,15,2,0,42,
11/6/2020,05,15,2,0,42,
11/6/2020,05,16,1,0,42,
11/6/2020,05,17,1,0,42,
11/6/2020,05,17,1,0,42,
11/6/2020,05,22,1,0,42,
11/6/2020,05,23,1,0,42,
11/6/2020,05,24,1,0,42,
11/6/2020,05,24,1,0,42,
11/6/2020,05,29,1,0,42,
11/6/2020,05,30,1,0,42,
11/6/2020,05,32,1,0,43,
11/6/2020,05,34,1,0,43,
11/6/2020,05,34,1,0,43,
11/6/2020,05,35,1,0,43,
11/6/2020,05,35,1,0,43,
11/6/2020,05,38,1,0,43,
11/6/2020,05,45,1,0,43,
11/6/2020,05,46,1,0,43,
11/6/2020,05,46,2,0,43,
11/6/2020,05,47,1,0,43,
11/6/2020,05,47,1,0,43,
11/6/2020,05,48,1,0,43,
11/6/2020,05,51,1,0,43,
11/6/2020,05,52,1,0,43,
11/6/2020,05,52,1,0,43,
11/6/2020,05,53,1,0,43,
11/6/2020,05,54,1,0,43,
11/6/2020,05,54,1,0,43,
11/6/2020,05,55,1,0,43,
11/6/2020,05,55,1,0,43,
11/6/2020,05,56,1,0,43,
11/6/2020,05,56,1,0,43,
11/6/2020,05,57,2,0,43,
11/6/2020,06,00,1,0,43,
11/6/2020,06,00,2,0,43,
11/6/2020,06,01,1,0,43,
11/6/2020,06,01,1,0,43,
11/6/2020,06,02,1,0,43,
11/6/2020,06,02,1,0,43,
11/6/2020,06,03,1,0,43,
11/6/2020,06,03,1,0,43,
11/6/2020,06,04,2,0,43,
11/6/2020,06,05,1,0,43,
11/6/2020,06,05,1,0,43,
11/6/2020,06,06,1,0,43,
11/6/2020,06,07,1,0,43,
11/6/2020,06,10,1,0,43,
11/6/2020,06,11,1,0,43,
11/6/2020,06,12,1,0,42,
11/6/2020,06,13,1,0,42,
11/6/2020,06,14,1,0,42,
11/6/2020,06,15,1,0,42,
11/6/2020,06,16,2,0,42,
11/6/2020,06,16,1,0,42,
11/6/2020,06,17,1,0,42,
11/6/2020,06,18,1,0,42,
11/6/2020,06,19,2,0,42,
11/6/2020,06,20,1,0,42,
11/6/2020,06,21,1,0,42,
11/6/2020,06,21,1,0,42,
11/6/2020,06,22,1,0,42,
11/6/2020,06,23,1,0,42,
11/6/2020,06,26,1,0,42,
11/6/2020,06,29,1,0,42,
11/6/2020,06,29,1,0,42,
11/6/2020,06,30,1,0,42,
11/6/2020,06,31,1,0,42,
11/6/2020,06,32,1,0,42,
11/6/2020,06,32,1,0,42,
11/6/2020,06,33,1,0,42,
11/6/2020,06,33,1,0,42,
11/6/2020,06,34,1,0,42,
11/6/2020,06,34,1,0,42,
11/6/2020,06,35,1,0,42,
11/6/2020,06,37,1,0,42,
11/6/2020,06,38,1,0,42,
11/6/2020,06,38,1,0,42,
11/6/2020,06,39,1,0,41,
11/6/2020,06,39,1,0,41,
11/6/2020,06,40,1,0,41,
11/6/2020,06,43,1,0,41,
11/6/2020,06,47,1,0,40,
11/6/2020,06,48,2,0,40,
11/6/2020,06,50,2,0,39,
11/6/2020,06,53,1,0,39,
11/6/2020,06,59,1,0,37,
11/6/2020,06,59,1,0,37,
11/6/2020,07,01,1,0,37,
11/6/2020,07,07,1,0,36,
11/6/2020,07,07,1,0,36,
11/6/2020,07,42,0,1,32,
11/6/2020,07,43,0,1,32,
11/6/2020,07,44,0,1,32,
11/6/2020,07,44,0,1,32,
11/6/2020,07,45,0,1,32,
11/7/2020,09,29,1,0,26,
11/7/2020,09,37,1,0,27,
11/7/2020,09,38,1,0,27,
11/7/2020,09,39,1,0,27,
11/7/2020,09,39,1,0,27,
11/7/2020,09,41,1,0,27,
11/7/2020,09,44,2,0,27,
11/7/2020,09,45,1,0,27,
11/7/2020,09,45,1,0,27,
11/7/2020,09,46,1,0,27,
11/7/2020,09,46,1,0,27,
11/7/2020,09,47,1,0,27,
11/7/2020,09,48,1,0,27,
11/7/2020,09,55,2,0,28,
11/7/2020,09,56,1,0,28,
11/7/2020,10,01,1,0,28,
11/7/2020,10,02,1,0,28,
11/7/2020,10,02,2,0,28,
11/7/2020,10,03,1,0,28,
11/7/2020,10,04,1,0,28,
11/7/2020,10,13,1,0,28,
11/7/2020,10,28,1,0,29,
11/7/2020,10,28,1,0,29,
11/7/2020,10,29,1,0,29,
11/7/2020,10,30,1,0,29,
11/7/2020,10,30,1,0,29,
11/7/2020,10,31,1,0,29,
11/7/2020,10,31,1,0,29,
11/7/2020,10,35,1,0,29,
11/7/2020,10,39,1,0,30,
11/7/2020,10,41,1,0,30,
11/7/2020,10,41,1,0,30,
11/7/2020,10,42,1,0,30,
11/7/2020,10,45,1,0,30,
11/7/2020,10,45,1,0,30,
11/7/2020,10,47,1,0,30,
11/7/2020,10,50,1,0,30,
11/7/2020,10,51,1,0,30,
11/7/2020,10,52,2,0,30,
11/7/2020,10,52,1,0,30,
11/7/2020,10,56,1,0,30,
11/7/2020,10,59,1,0,31,
11/7/2020,11,00,1,0,31,
11/7/2020,11,00,1,0,31,
11/7/2020,11,01,1,0,31,
11/7/2020,11,02,1,0,31,
11/7/2020,11,02,2,0,31,
11/7/2020,11,03,2,0,31,
11/7/2020,11,04,1,0,31,
11/7/2020,11,04,1,0,31,
11/7/2020,11,05,1,0,31,
11/7/2020,11,06,1,0,31,
11/7/2020,11,10,1,0,31,
11/7/2020,11,10,1,0,31,
11/7/2020,11,11,2,0,31,
11/7/2020,11,11,2,0,31,
11/7/2020,11,12,2,0,31,
11/7/2020,11,12,1,0,31,
11/7/2020,11,13,1,0,31,
11/7/2020,11,14,2,0,31,
11/7/2020,11,14,2,0,31,
11/7/2020,11,19,1,0,31,
11/7/2020,11,21,1,0,31,
11/7/2020,11,22,1,0,31,
11/7/2020,11,22,1,0,31,
11/7/2020,11,23,1,0,31,
11/7/2020,11,24,1,0,31,
11/7/2020,11,24,1,0,31,
11/7/2020,11,25,1,0,31,
11/7/2020,11,26,1,0,31,
11/7/2020,11,29,1,0,31,
11/7/2020,11,34,1,0,32,
11/7/2020,11,35,1,0,32,
11/7/2020,11,36,1,0,32,
11/7/2020,11,36,1,0,32,
11/7/2020,11,37,1,0,32,
11/7/2020,11,37,1,0,32,
11/7/2020,11,39,1,0,32,
11/7/2020,11,44,1,0,32,
11/7/2020,11,44,1,0,32,
11/7/2020,11,54,1,0,33,
11/7/2020,11,59,1,0,33,
11/7/2020,11,59,1,0,33,
11/7/2020,12,00,1,0,33,
11/7/2020,12,00,1,0,33,
11/7/2020,12,01,1,0,33,
11/7/2020,12,03,1,0,33,
11/7/2020,12,04,2,0,33,
11/7/2020,12,04,1,0,33,
11/7/2020,12,05,1,0,33,
11/7/2020,12,09,1,0,33,
11/7/2020,12,11,1,0,33,
11/7/2020,12,16,1,0,34,
11/7/2020,12,17,1,0,34,
11/7/2020,12,19,1,0,34,
11/7/2020,12,19,2,0,34,
11/7/2020,12,20,1,0,34,
11/7/2020,12,20,1,0,34,
11/7/2020,12,22,1,0,34,
11/7/2020,12,23,1,0,34,
11/7/2020,12,23,1,0,34,
11/7/2020,12,24,1,0,34,
11/7/2020,12,25,1,0,34,
11/7/2020,12,26,1,0,34,
11/7/2020,12,35,1,0,34,
11/7/2020,12,35,1,0,34,
11/7/2020,12,36,1,0,34,
11/7/2020,12,37,1,0,34,
11/7/2020,12,38,1,0,34,
11/7/2020,12,38,1,0,34,
11/7/2020,12,39,1,0,34,
11/7/2020,12,40,2,0,34,
11/7/2020,12,40,1,0,34,
11/7/2020,12,41,1,0,34,
11/7/2020,12,46,1,0,35,
11/7/2020,12,47,1,0,35,
11/7/2020,12,48,1,0,35,
11/7/2020,12,50,1,0,35,
11/7/2020,12,50,1,0,35,
11/7/2020,12,51,1,0,35,
11/7/2020,12,52,1,0,35,
11/7/2020,12,52,1,0,35,
11/7/2020,12,54,2,0,35,
11/7/2020,12,54,1,0,35,
11/7/2020,12,55,1,0,35,
11/7/2020,12,55,1,0,35,
11/7/2020,12,56,1,0,35,
11/7/2020,12,56,2,0,35,
11/7/2020,12,57,1,0,35,
11/7/2020,01,03,1,0,35,
11/7/2020,01,05,2,0,35,
11/7/2020,01,05,1,0,35,
11/7/2020,01,08,1,0,35,
11/7/2020,01,10,2,0,35,
11/7/2020,01,11,1,0,35,
11/7/2020,01,11,1,0,35,
11/7/2020,01,13,1,0,35,
11/7/2020,01,19,1,0,36,
11/7/2020,01,21,1,0,36,
11/7/2020,01,22,1,0,36,
11/7/2020,01,23,2,0,36,
11/7/2020,01,23,1,0,36,
11/7/2020,01,24,1,0,36,
11/7/2020,01,26,2,0,36,
11/7/2020,01,27,1,0,36,
11/7/2020,01,28,1,0,36,
11/7/2020,01,28,1,0,36,
11/7/2020,01,32,1,0,36,
11/7/2020,01,32,1,0,36,
11/7/2020,01,33,1,0,36,
11/7/2020,01,39,3,0,36,
11/7/2020,01,40,1,0,36,
11/7/2020,01,40,1,0,36,
11/7/2020,01,41,1,0,36,
11/7/2020,01,41,1,0,36,
11/7/2020,01,43,1,0,36,
11/7/2020,01,44,1,0,36,
11/7/2020,01,46,2,0,37,
11/7/2020,01,48,1,0,37,
11/7/2020,01,51,3,0,37,
11/7/2020,01,52,2,0,37,
11/7/2020,01,52,1,0,37,
11/7/2020,01,53,1,0,37,
11/7/2020,01,53,1,0,37,
11/7/2020,01,54,1,0,37,
11/7/2020,01,55,1,0,37,
11/7/2020,01,55,1,0,37,
11/7/2020,01,57,1,0,37,
11/7/2020,01,58,1,0,37,
11/7/2020,01,58,1,0,37,
11/7/2020,01,59,2,0,37,
11/7/2020,02,01,1,0,37,
11/7/2020,02,02,1,0,37,
11/7/2020,02,05,1,0,37,
11/7/2020,02,06,1,0,37,
11/7/2020,02,07,1,0,37,
11/7/2020,02,07,1,0,37,
11/7/2020,02,09,1,0,37,
11/7/2020,02,09,1,0,37,
11/7/2020,02,10,1,0,37,
11/7/2020,02,13,2,0,37,
11/7/2020,02,14,1,0,37,
11/7/2020,02,15,2,0,38,
11/7/2020,02,19,1,0,38,
11/7/2020,02,19,1,0,38,
11/7/2020,02,20,1,0,38,
11/7/2020,02,20,1,0,38,
11/7/2020,02,21,2,0,38,
11/7/2020,02,21,2,0,38,
11/7/2020,02,23,1,0,38,
11/7/2020,02,24,1,0,38,
11/7/2020,02,25,1,0,38,
11/7/2020,02,26,2,0,38,
11/7/2020,02,27,1,0,38,
11/7/2020,02,30,1,0,38,
11/7/2020,02,31,2,0,38,
11/7/2020,02,32,2,0,38,
11/7/2020,02,33,2,0,38,
11/7/2020,02,33,1,0,38,
11/7/2020,02,34,1,0,38,
11/7/2020,02,35,2,0,38,
11/7/2020,02,36,1,0,38,
11/7/2020,02,37,1,0,38,
11/7/2020,02,38,1,0,38,
11/7/2020,02,40,1,0,38,
11/7/2020,02,40,1,0,38,
11/7/2020,02,41,2,0,38,
11/7/2020,02,42,1,0,38,
11/7/2020,02,43,2,0,38,
11/7/2020,02,43,2,0,38,
11/7/2020,02,44,1,0,38,
11/7/2020,02,45,1,0,38,
11/7/2020,02,46,1,0,38,
11/7/2020,02,47,1,0,38,
11/7/2020,02,48,1,0,38,
11/7/2020,02,49,1,0,38,
11/7/2020,02,50,1,0,38,
11/7/2020,02,50,1,0,38,
11/7/2020,02,51,1,0,38,
11/7/2020,02,57,1,0,38,
11/7/2020,02,58,1,0,39,
11/7/2020,02,59,1,0,39,
11/7/2020,03,01,1,0,39,
11/7/2020,03,02,1,0,39,
11/7/2020,03,04,1,0,39,
11/7/2020,03,05,1,0,39,
11/7/2020,03,05,1,0,39,
11/7/2020,03,06,1,0,39,
11/7/2020,03,06,1,0,39,
11/7/2020,03,07,1,0,39,
11/7/2020,03,08,1,0,39,
11/7/2020,03,08,1,0,39,
11/7/2020,03,10,1,0,39,
11/7/2020,03,11,1,0,39,
11/7/2020,03,19,2,0,39,
11/7/2020,03,20,2,0,39,
11/7/2020,03,20,1,0,39,
11/7/2020,03,21,1,0,39,
11/7/2020,03,21,2,0,39,
11/7/2020,03,22,1,0,39,
11/7/2020,03,22,3,0,39,
11/7/2020,03,23,1,0,39,
11/7/2020,03,26,1,0,39,
11/7/2020,03,27,1,0,39,
11/7/2020,03,28,1,0,39,
11/7/2020,03,28,1,0,39,
11/7/2020,03,29,1,0,39,
11/7/2020,03,29,1,0,39,
11/7/2020,03,30,1,0,39,
11/7/2020,03,31,1,0,39,
11/7/2020,03,35,1,0,40,
11/7/2020,03,36,1,0,40,
11/7/2020,03,37,1,0,40,
11/7/2020,03,37,1,0,40,
11/7/2020,03,38,2,0,40,
11/7/2020,03,38,1,0,40,
11/7/2020,03,39,1,0,40,
11/7/2020,03,39,2,0,40,
11/7/2020,03,40,2,0,40,
11/7/2020,03,40,1,0,40,
11/7/2020,03,43,1,0,40,
11/7/2020,03,45,1,0,40,
11/7/2020,03,45,1,0,40,
11/7/2020,03,46,1,0,40,
11/7/2020,03,47,1,0,40,
11/7/2020,03,48,1,0,40,
11/7/2020,03,48,1,0,40,
11/7/2020,03,49,1,0,40,
11/7/2020,03,50,1,0,40,
11/7/2020,03,51,1,0,39,
11/7/2020,03,52,1,0,39,
11/7/2020,03,52,1,0,39,
11/7/2020,03,56,1,0,39,
11/7/2020,03,57,1,0,39,
11/7/2020,04,00,1,0,39,
11/7/2020,04,00,1,0,39,
11/7/2020,04,01,1,0,39,
11/7/2020,04,01,1,0,39,
11/7/2020,04,02,1,0,39,
11/7/2020,04,02,1,0,39,
11/7/2020,04,03,2,0,39,
11/7/2020,04,04,2,0,39,
11/7/2020,04,04,3,0,39,
11/7/2020,04,05,2,0,39,
11/7/2020,04,05,2,0,39,
11/7/2020,04,06,2,0,39,
11/7/2020,04,07,1,0,39,
11/7/2020,04,08,2,0,39,
11/7/2020,04,08,1,0,39,
11/7/2020,04,09,1,0,39,
11/7/2020,04,10,1,0,39,
11/7/2020,04,12,1,0,39,
11/7/2020,04,13,1,0,39,
11/7/2020,04,13,2,0,39,
11/7/2020,04,15,1,0,39,
11/7/2020,04,16,1,0,39,
11/7/2020,04,17,1,0,39,
11/7/2020,04,20,1,0,39,
11/7/2020,04,21,1,0,39,
11/7/2020,04,23,1,0,39,
11/7/2020,04,24,1,0,39,
11/7/2020,04,25,1,0,39,
11/7/2020,04,28,1,0,39,
11/7/2020,04,29,1,0,39,
11/7/2020,04,29,1,0,39,
11/7/2020,04,30,1,0,39,
11/7/2020,04,31,1,0,39,
11/7/2020,04,33,1,0,39,
11/7/2020,04,36,1,0,40,
11/7/2020,04,37,1,0,40,
11/7/2020,04,38,1,0,40,
11/7/2020,04,38,1,0,40,
11/7/2020,04,42,1,0,40,
11/7/2020,04,47,1,0,40,
11/7/2020,04,48,1,0,40,
11/7/2020,04,48,1,0,40,
11/7/2020,04,49,1,0,40,
11/7/2020,04,49,1,0,40,
11/7/2020,04,55,1,0,41,
11/7/2020,04,56,1,0,41,
11/7/2020,04,57,1,0,41,
11/7/2020,04,57,1,0,41,
11/7/2020,04,58,1,0,41,
11/7/2020,05,03,1,0,41,
11/7/2020,05,04,2,0,41,
11/7/2020,05,05,1,0,41,
11/7/2020,05,06,1,0,41,
11/7/2020,05,06,1,0,41,
11/7/2020,05,07,2,0,41,
11/7/2020,05,07,1,0,41,
11/7/2020,05,10,1,0,41,
11/7/2020,05,12,1,0,41,
11/7/2020,05,12,1,0,41,
11/7/2020,05,13,2,0,41,
11/7/2020,05,14,1,0,41,
11/7/2020,05,14,1,0,41,
11/7/2020,05,15,1,0,41,
11/7/2020,05,16,2,0,41,
11/7/2020,05,16,1,0,41,
11/7/2020,05,17,1,0,41,
11/7/2020,05,18,1,0,41,
11/7/2020,05,18,1,0,41,
11/7/2020,05,19,1,0,41,
11/7/2020,05,20,1,0,41,
11/7/2020,05,20,2,0,41,
11/7/2020,05,23,1,0,42,
11/7/2020,05,24,1,0,42,
11/7/2020,05,24,2,0,42,
11/7/2020,05,25,2,0,42,
11/7/2020,05,25,1,0,42,
11/7/2020,05,26,1,0,42,
11/7/2020,05,28,1,0,42,
11/7/2020,05,28,1,0,42,
11/7/2020,05,29,1,0,42,
11/7/2020,05,29,2,0,42,
11/7/2020,05,30,1,0,42,
11/7/2020,05,31,2,0,42,
11/7/2020,05,31,2,0,42,
11/7/2020,05,32,1,0,42,
11/7/2020,05,32,2,0,42,
11/7/2020,05,33,1,0,42,
11/7/2020,05,34,1,0,42,
11/7/2020,05,35,1,0,42,
11/7/2020,05,37,2,0,42,
11/7/2020,05,43,1,0,42,
11/7/2020,05,44,1,0,42,
11/7/2020,05,47,1,0,42,
11/7/2020,05,47,1,0,42,
11/7/2020,05,48,1,0,42,
11/7/2020,05,48,1,0,42,
11/7/2020,05,49,1,0,42,
11/7/2020,05,50,1,0,42,
11/7/2020,05,51,1,0,42,
11/7/2020,05,51,2,0,42,
11/7/2020,05,52,1,0,42,
11/7/2020,05,52,2,0,42,
11/7/2020,05,53,2,0,42,
11/7/2020,05,53,1,0,42,
11/7/2020,05,54,1,0,42,
11/7/2020,05,56,1,0,42,
11/7/2020,05,59,1,0,42,
11/7/2020,06,00,1,0,42,
11/7/2020,06,00,2,0,42,
11/7/2020,06,02,1,0,42,
11/7/2020,06,02,1,0,42,
11/7/2020,06,03,2,0,42,
11/7/2020,06,03,1,0,42,
11/7/2020,06,04,1,0,42,
11/7/2020,06,06,1,0,42,
11/7/2020,06,07,1,0,42,
11/7/2020,06,07,1,0,42,
11/7/2020,06,08,1,0,42,
11/7/2020,06,09,1,0,42,
11/7/2020,06,09,2,0,42,
11/7/2020,06,10,1,0,42,
11/7/2020,06,11,1,0,42,
11/7/2020,06,11,1,0,42,
11/7/2020,06,12,1,0,42,
11/7/2020,06,12,1,0,42,
11/7/2020,06,13,1,0,42,
11/7/2020,06,13,1,0,42,
11/7/2020,06,14,1,0,42,
11/7/2020,06,14,1,0,42,
11/7/2020,06,15,1,0,42,
11/7/2020,06,15,1,0,42,
11/7/2020,06,16,1,0,42,
11/7/2020,06,18,1,0,42,
11/7/2020,06,19,1,0,42,
11/7/2020,06,19,1,0,42,
11/7/2020,06,20,2,0,42,
11/7/2020,06,20,2,0,42,
11/7/2020,06,21,1,0,42,
11/7/2020,06,21,1,0,42,
11/7/2020,06,22,1,0,42,
11/7/2020,06,27,1,0,42,
11/7/2020,06,28,1,0,42,
11/7/2020,06,28,2,0,42,
11/7/2020,06,29,2,0,42,
11/7/2020,06,29,1,0,42,
11/7/2020,06,30,1,0,42,
11/7/2020,06,32,1,0,42,
11/7/2020,06,32,1,0,42,
11/7/2020,06,34,1,0,42,
11/7/2020,06,34,1,0,42,
11/7/2020,06,39,1,0,42,
11/7/2020,06,40,1,0,42,
11/7/2020,06,40,3,0,42,
11/7/2020,06,41,1,0,42,
11/7/2020,06,41,1,0,42,
11/7/2020,06,43,1,0,42,
11/7/2020,06,44,1,0,42,
11/7/2020,06,45,1,0,42,
11/7/2020,06,45,1,0,42,
11/7/2020,06,46,1,0,42,
11/7/2020,06,47,1,0,42,
11/7/2020,06,47,1,0,42,
11/7/2020,06,48,1,0,42,
11/7/2020,06,48,1,0,42,
11/7/2020,06,49,1,0,42,
11/7/2020,06,49,2,0,42,
11/7/2020,06,50,1,0,42,
11/7/2020,06,51,1,0,41,
11/7/2020,06,52,2,0,41,
11/7/2020,06,52,2,0,41,
11/7/2020,06,53,1,0,41,
11/7/2020,06,56,1,0,41,
11/7/2020,06,59,1,0,41,
11/7/2020,07,00,1,0,41,
11/7/2020,07,00,1,0,41,
11/7/2020,07,03,1,0,41,
11/7/2020,07,03,1,0,41,
11/7/2020,07,04,1,0,41,
11/7/2020,07,05,1,0,41,
11/7/2020,07,12,1,0,40,
11/7/2020,07,13,1,0,40,
11/7/2020,07,13,1,0,40,
11/7/2020,07,19,1,0,38,
11/7/2020,07,19,1,0,38,
11/7/2020,07,20,1,0,38,
11/7/2020,07,20,1,0,38,
11/7/2020,07,21,1,0,38,
11/7/2020,07,21,1,0,38,
11/7/2020,07,22,1,0,37,
11/7/2020,07,22,1,0,37,
11/7/2020,07,27,1,0,36,
11/7/2020,07,27,1,0,36,
11/8/2020,07,56,0,1,18,
11/8/2020,07,57,0,1,18,
11/8/2020,07,58,0,1,18,
11/8/2020,07,58,0,1,18,
11/8/2020,08,00,1,0,18,
11/8/2020,08,01,1,0,18,
11/8/2020,08,03,0,1,18,
11/8/2020,08,07,0,1,19,
11/8/2020,08,07,0,1,19,
11/8/2020,08,08,0,1,19,
11/8/2020,08,09,0,1,19,
11/8/2020,08,10,0,1,19,
11/8/2020,08,10,0,1,19,
11/8/2020,08,11,0,1,19,
11/8/2020,08,31,0,1,22,
11/8/2020,09,08,1,0,26,
11/8/2020,09,17,1,0,26,
11/8/2020,09,18,1,0,26,
11/8/2020,09,18,1,0,26,
11/8/2020,09,19,1,0,26,
11/8/2020,09,19,1,0,26,
11/8/2020,09,20,2,0,26,
11/8/2020,09,20,1,0,26,
11/8/2020,09,21,1,0,27,
11/8/2020,09,21,2,0,27,
11/8/2020,09,23,1,0,27,
11/8/2020,09,23,1,0,27,
11/8/2020,09,27,1,0,27,
11/8/2020,09,27,1,0,27,
11/8/2020,09,31,1,0,28,
11/8/2020,09,42,1,0,29,
11/8/2020,09,43,1,0,29,
11/8/2020,09,43,2,0,29,
11/8/2020,09,44,1,0,29,
11/8/2020,09,46,1,0,29,
11/8/2020,09,46,1,0,29,
11/8/2020,09,47,1,0,29,
11/8/2020,09,47,2,0,29,
11/8/2020,09,48,2,0,29,
