FECHA,HORA,MINUTOS,N  ABEJAS/ VISITA,N MOSCAS / VISITA,TEMPERATURA,especie
11/8/2020,09,49,1,0,29,
11/8/2020,09,51,1,0,29,
11/8/2020,09,57,1,0,30,
11/8/2020,09,59,1,0,30,
11/8/2020,10,05,1,0,30,
11/8/2020,10,13,1,0,30,
11/8/2020,10,14,1,0,30,
11/8/2020,10,15,1,0,30,
11/8/2020,10,23,1,0,31,
11/8/2020,10,24,1,0,31,
11/8/2020,10,37,1,0,31,
11/8/2020,10,43,1,0,33,
11/8/2020,10,44,2,0,33,
11/8/2020,10,46,1,0,33,
11/8/2020,10,46,1,0,33,
11/8/2020,10,50,1,0,33,
11/8/2020,10,50,1,0,33,
11/8/2020,10,51,2,0,33,
11/8/2020,10,51,1,0,33,
11/8/2020,10,52,1,0,33,
11/8/2020,10,52,1,0,33,
11/8/2020,10,55,1,0,34,
11/8/2020,10,56,1,0,34,
11/8/2020,10,56,1,0,34,
11/8/2020,10,57,2,0,34,
11/8/2020,10,57,1,0,34,
11/8/2020,10,58,3,0,34,
11/8/2020,10,58,2,0,34,
11/8/2020,11,00,1,0,34,
11/8/2020,11,00,1,0,34,
11/8/2020,11,02,1,0,34,
11/8/2020,11,03,1,0,34,
11/8/2020,11,03,1,0,34,
11/8/2020,11,05,1,0,34,
11/8/2020,11,12,1,0,35,
11/8/2020,11,13,2,0,35,
11/8/2020,11,13,2,0,35,
11/8/2020,11,14,2,0,35,
11/8/2020,11,14,2,0,35,
11/8/2020,11,15,2,0,35,
11/8/2020,11,17,1,0,35,
11/8/2020,11,21,1,0,35,
11/8/2020,11,27,1,0,35,
11/8/2020,11,27,1,0,35,
11/8/2020,11,28,1,0,35,
11/8/2020,11,28,1,0,35,
11/8/2020,11,29,1,0,35,
11/8/2020,11,30,1,0,35,
11/8/2020,11,30,1,0,35,
11/8/2020,11,31,1,0,35,
11/8/2020,11,31,1,0,35,
11/8/2020,11,32,1,0,35,
11/8/2020,11,32,1,0,35,
11/8/2020,11,33,1,0,35,
11/8/2020,11,34,1,0,35,
11/8/2020,11,37,1,0,35,
11/8/2020,11,40,2,0,35,
11/8/2020,11,41,2,0,35,
11/8/2020,11,42,1,0,36,
11/8/2020,11,45,1,0,36,
11/8/2020,11,47,1,0,36,
11/8/2020,11,49,1,0,36,
11/8/2020,11,50,1,0,36,
11/8/2020,11,52,1,0,36,
11/8/2020,11,53,1,0,36,
11/8/2020,11,53,1,0,36,
11/8/2020,11,54,2,0,36,
11/8/2020,11,54,2,0,36,
11/8/2020,11,55,1,0,36,
11/8/2020,11,56,1,0,36,
11/8/2020,11,57,1,0,36,
11/8/2020,11,57,1,0,36,
11/8/2020,11,58,1,0,36,
11/8/2020,11,58,1,0,36,
11/8/2020,11,59,1,0,36,
11/8/2020,11,59,1,0,36,
11/8/2020,12,07,1,0,37,
11/8/2020,11,08,1,0,37,
11/8/2020,12,09,1,0,37,
11/8/2020,12,11,1,0,37,
11/8/2020,12,15,1,0,37,
11/8/2020,12,16,1,0,37,
11/8/2020,12,17,1,0,37,
11/8/2020,12,18,1,0,37,
11/8/2020,12,18,2,0,37,
11/8/2020,12,19,2,0,37,
11/8/2020,12,19,1,0,37,
11/8/2020,12,20,1,0,37,
11/8/2020,12,20,2,0,37,
11/8/2020,12,21,1,0,37,
11/8/2020,12,21,1,0,37,
11/8/2020,12,22,1,0,37,
11/8/2020,12,24,1,0,37,
11/8/2020,12,25,1,0,37,
11/8/2020,12,25,1,0,37,
11/8/2020,12,26,1,0,37,
11/8/2020,12,26,1,0,38,
11/8/2020,12,27,1,0,38,
11/8/2020,12,28,1,0,38,
11/8/2020,12,33,1,0,38,
11/8/2020,12,34,1,0,38,
11/8/2020,12,35,2,0,38,
11/8/2020,12,35,1,0,38,
11/8/2020,12,36,1,0,38,
11/8/2020,12,36,2,0,38,
11/8/2020,12,39,1,0,38,
11/8/2020,12,41,1,0,38,
11/8/2020,12,44,1,0,38,
11/8/2020,12,44,2,0,38,
11/8/2020,12,45,1,0,38,
11/8/2020,12,46,1,0,38,
11/8/2020,12,51,1,0,38,
11/8/2020,12,51,1,0,38,
11/8/2020,12,53,1,0,38,
11/8/2020,12,54,1,0,38,
11/8/2020,12,55,2,0,38,
11/8/2020,12,55,2,0,38,
11/8/2020,12,56,2,0,38,
11/8/2020,12,56,1,0,38,
11/8/2020,12,57,1,0,39,
11/8/2020,12,57,2,0,39,
11/8/2020,12,58,1,0,39,
11/8/2020,12,59,1,0,39,
11/8/2020,12,59,1,0,39,
11/8/2020,01,00,1,0,39,
11/8/2020,01,01,1,0,39,
11/8/2020,01,03,1,0,39,
11/8/2020,01,03,2,0,39,
11/8/2020,01,04,1,0,39,
11/8/2020,01,04,1,0,39,
11/8/2020,01,05,1,0,39,
11/8/2020,01,05,1,0,39,
11/8/2020,01,10,1,0,39,
11/8/2020,01,12,1,0,39,
11/8/2020,01,14,1,0,39,
11/8/2020,01,15,1,0,39,
11/8/2020,01,15,1,0,39,
11/8/2020,01,17,1,0,39,
11/8/2020,01,18,1,0,39,
11/8/2020,01,18,1,0,39,
11/8/2020,01,23,2,0,39,
11/8/2020,01,24,2,0,39,
11/8/2020,01,24,1,0,39,
11/8/2020,01,26,1,0,39,
11/8/2020,01,28,1,0,39,
11/8/2020,01,28,1,0,39,
11/8/2020,01,29,1,0,39,
11/8/2020,01,30,2,0,39,
11/8/2020,01,30,1,0,39,
11/8/2020,01,39,1,0,39,
11/8/2020,01,39,1,0,39,
11/8/2020,01,40,1,0,39,
11/8/2020,01,40,1,0,39,
11/8/2020,01,44,1,0,39,
11/8/2020,01,45,1,0,39,
11/8/2020,01,45,1,0,39,
11/8/2020,01,46,1,0,39,
11/8/2020,01,51,1,0,39,
11/8/2020,01,53,1,0,39,
11/8/2020,01,53,1,0,39,
11/8/2020,02,01,1,0,39,
11/8/2020,02,02,1,0,40,
11/8/2020,02,02,1,0,40,
11/8/2020,02,04,1,0,40,
11/8/2020,02,04,1,0,40,
11/8/2020,02,05,1,0,40,
11/8/2020,02,06,1,0,40,
11/8/2020,02,06,1,0,40,
11/8/2020,02,08,1,0,40,
11/8/2020,02,09,1,0,40,
11/8/2020,02,09,1,0,40,
11/8/2020,02,10,1,0,40,
11/8/2020,02,11,1,0,40,
11/8/2020,02,14,1,0,40,
11/8/2020,02,19,1,0,40,
11/8/2020,02,19,1,0,40,
11/8/2020,02,20,1,0,40,
11/8/2020,02,23,1,0,40,
11/8/2020,02,24,1,0,40,
11/8/2020,02,24,2,0,40,
11/8/2020,02,25,1,0,40,
11/8/2020,02,26,1,0,40,
11/8/2020,02,31,1,0,40,
11/8/2020,02,32,1,0,40,
11/8/2020,02,33,1,0,40,
11/8/2020,02,33,2,0,40,
11/8/2020,02,34,2,0,40,
11/8/2020,02,34,2,0,40,
11/8/2020,02,35,2,0,40,
11/8/2020,02,35,2,0,40,
11/8/2020,02,36,1,0,40,
11/8/2020,02,36,3,0,40,
11/8/2020,02,37,2,0,40,
11/8/2020,02,39,1,0,40,
11/8/2020,02,47,1,0,39,
11/8/2020,02,47,1,0,39,
11/8/2020,02,48,2,0,39,
11/8/2020,02,48,2,0,39,
11/8/2020,02,49,1,0,39,
11/8/2020,02,49,1,0,39,
11/8/2020,02,50,1,0,39,
11/8/2020,02,54,1,0,39,
11/8/2020,02,54,1,0,39,
11/8/2020,02,57,1,0,39,
11/8/2020,02,57,1,0,40,
11/8/2020,02,58,1,0,40,
11/8/2020,03,01,1,0,40,
11/8/2020,03,02,1,0,40,
11/8/2020,03,02,1,0,40,
11/8/2020,03,03,1,0,40,
11/8/2020,03,03,2,0,40,
11/8/2020,03,04,1,0,40,
11/8/2020,03,04,1,0,40,
11/8/2020,03,05,1,0,40,
11/8/2020,03,05,2,0,40,
11/8/2020,03,06,1,0,40,
11/8/2020,03,12,2,0,40,
11/8/2020,03,13,1,0,40,
11/8/2020,03,13,1,0,40,
11/8/2020,03,15,1,0,40,
11/8/2020,03,16,1,0,40,
11/8/2020,03,16,1,0,40,
11/8/2020,03,17,1,0,40,
11/8/2020,03,23,1,0,40,
11/8/2020,03,24,1,0,40,
11/8/2020,03,27,1,0,40,
11/8/2020,03,28,2,0,40,
11/8/2020,03,29,2,0,40,
11/8/2020,03,29,2,0,40,
11/8/2020,03,30,1,0,40,
11/8/2020,03,30,1,0,40,
11/8/2020,03,31,2,0,40,
11/8/2020,03,31,1,0,40,
11/8/2020,03,32,1,0,40,
11/8/2020,03,33,1,0,40,
11/8/2020,03,33,1,0,40,
11/8/2020,03,34,1,0,40,
11/8/2020,03,35,1,0,40,
11/8/2020,03,36,1,0,40,
11/8/2020,03,36,2,0,40,
11/8/2020,03,37,1,0,40,
11/8/2020,03,37,2,0,40,
11/8/2020,03,38,1,0,40,
11/8/2020,03,38,2,0,40,
11/8/2020,03,39,1,0,40,
11/8/2020,03,40,1,0,40,
11/8/2020,03,42,1,0,40,
11/8/2020,03,42,1,0,40,
11/8/2020,03,43,1,0,40,
11/8/2020,03,43,1,0,40,
11/8/2020,03,44,1,0,40,
11/8/2020,03,44,2,0,40,
11/8/2020,03,45,1,0,40,
11/8/2020,03,46,1,0,40,
11/8/2020,03,46,1,0,40,
11/8/2020,03,47,1,0,40,
11/8/2020,03,47,1,0,40,
11/8/2020,03,48,1,0,40,
11/8/2020,03,48,1,0,40,
11/8/2020,03,54,1,0,40,
11/8/2020,03,54,1,0,40,
11/8/2020,03,56,1,0,40,
11/8/2020,03,57,1,0,40,
11/8/2020,04,05,1,0,39,
11/8/2020,04,06,1,0,39,
11/8/2020,04,07,1,0,39,
11/8/2020,04,07,1,0,39,
11/8/2020,04,08,2,0,39,
11/8/2020,04,08,1,0,39,
11/8/2020,04,09,1,0,39,
11/8/2020,04,10,1,0,39,
11/8/2020,04,11,1,0,39,
11/8/2020,04,14,1,0,39,
11/8/2020,04,14,1,0,39,
11/8/2020,04,16,1,0,39,
11/8/2020,04,21,1,0,38,
11/8/2020,04,22,2,0,38,
11/8/2020,04,22,2,0,38,
11/8/2020,04,23,1,0,38,
11/8/2020,04,29,1,0,38,
11/8/2020,04,30,1,0,38,
11/8/2020,04,30,1,0,38,
11/8/2020,04,31,1,0,38,
11/8/2020,04,31,1,0,38,
11/8/2020,04,32,1,0,38,
11/8/2020,04,32,1,0,38,
11/8/2020,04,33,1,0,38,
11/8/2020,04,33,1,0,38,
11/8/2020,04,34,1,0,38,
11/8/2020,04,34,2,0,38,
11/8/2020,04,38,1,0,39,
11/8/2020,04,39,1,0,39,
11/8/2020,04,39,1,0,39,
11/8/2020,04,40,1,0,39,
11/8/2020,04,42,1,0,39,
11/8/2020,04,42,1,0,39,
11/8/2020,04,43,1,0,39,
11/8/2020,04,44,2,0,39,
11/8/2020,04,44,2,0,39,
11/8/2020,04,45,2,0,39,
11/8/2020,04,45,1,0,39,
11/8/2020,04,46,1,0,39,
11/8/2020,04,46,2,0,39,
11/8/2020,04,47,1,0,39,
11/8/2020,04,48,2,0,39,
11/8/2020,04,48,1,0,39,
11/8/2020,04,49,2,0,39,
11/8/2020,04,49,1,0,39,
11/8/2020,04,56,1,0,39,
11/8/2020,04,57,1,0,39,
11/8/2020,04,57,1,0,39,
11/8/2020,05,01,1,0,38,
11/8/2020,05,03,1,0,38,
11/8/2020,05,04,1,0,38,
11/8/2020,05,04,2,0,38,
11/8/2020,05,05,1,0,38,
11/8/2020,05,06,1,0,38,
11/8/2020,05,06,1,0,38,
11/8/2020,05,07,2,0,38,
11/8/2020,05,08,1,0,38,
11/8/2020,05,08,1,0,38,
11/8/2020,05,09,1,0,38,
11/8/2020,05,10,3,0,38,
11/8/2020,05,11,1,0,38,
11/8/2020,05,11,1,0,38,
11/8/2020,05,12,1,0,38,
11/8/2020,05,16,2,0,38,
11/8/2020,05,17,1,0,38,
11/8/2020,05,18,1,0,38,
11/8/2020,05,18,1,0,38,
11/8/2020,05,19,1,0,38,
11/8/2020,05,19,2,0,38,
11/8/2020,05,24,1,0,38,
11/8/2020,05,25,1,0,38,
11/8/2020,05,25,1,0,38,
11/8/2020,05,26,1,0,38,
11/8/2020,05,27,1,0,38,
11/8/2020,05,28,1,0,38,
11/8/2020,05,28,2,0,38,
11/8/2020,05,29,2,0,38,
11/8/2020,05,29,3,0,38,
11/8/2020,05,30,2,0,38,
11/8/2020,05,31,1,0,38,
11/8/2020,05,31,1,0,38,
11/8/2020,05,34,1,0,38,
11/8/2020,05,36,1,0,38,
11/8/2020,05,37,2,0,38,
11/8/2020,05,37,2,0,38,
11/8/2020,05,38,1,0,38,
11/8/2020,05,38,1,0,38,
11/8/2020,05,39,1,0,38,
11/8/2020,05,39,1,0,38,
11/8/2020,05,41,1,0,38,
11/8/2020,05,42,1,0,38,
11/8/2020,05,42,1,0,38,
11/8/2020,05,44,1,0,38,
11/8/2020,05,45,1,0,38,
11/8/2020,05,46,1,0,38,
11/8/2020,05,47,1,0,38,
11/8/2020,05,47,1,0,38,
11/8/2020,05,48,1,0,38,
11/8/2020,05,49,1,0,38,
11/8/2020,05,50,1,0,37,
11/8/2020,05,50,1,0,37,
11/8/2020,05,52,1,0,37,
11/8/2020,05,53,1,0,37,
11/8/2020,05,54,1,0,37,
11/8/2020,05,55,1,0,37,
11/8/2020,05,57,1,0,36,
11/8/2020,05,58,1,0,36,
11/8/2020,05,58,1,0,36,
11/8/2020,05,59,1,0,36,
11/8/2020,05,59,1,0,36,
11/8/2020,06,00,1,0,36,
11/8/2020,06,02,2,0,36,
11/8/2020,06,06,1,0,35,
11/8/2020,06,07,1,0,35,
11/8/2020,06,07,1,0,35,
11/8/2020,06,09,1,0,35,
11/8/2020,06,12,1,0,35,
11/8/2020,06,12,1,0,35,
11/8/2020,06,13,1,0,35,
11/8/2020,06,13,1,0,35,
11/8/2020,06,14,1,0,35,
11/8/2020,06,14,2,0,35,
11/8/2020,06,15,2,0,35,
11/8/2020,06,15,1,0,35,
11/8/2020,06,16,2,0,35,
11/8/2020,06,18,1,0,35,
11/8/2020,06,23,1,0,36,
11/8/2020,06,23,1,0,36,
11/8/2020,06,24,1,0,36,
11/8/2020,06,25,1,0,36,
11/8/2020,06,25,2,0,36,
11/8/2020,06,26,1,0,36,
11/8/2020,06,27,1,0,37,
11/8/2020,06,28,1,0,37,
11/8/2020,06,29,1,0,37,
11/8/2020,06,30,1,0,37,
11/8/2020,06,31,2,0,37,
11/8/2020,06,34,1,0,37,
11/8/2020,06,37,1,0,37,
11/8/2020,06,39,1,0,37,
11/8/2020,06,41,1,0,37,
11/8/2020,06,42,1,0,36,
11/8/2020,06,42,1,0,36,
11/8/2020,06,43,1,0,36,
11/8/2020,06,46,1,0,36,
11/8/2020,06,46,1,0,36,
11/8/2020,06,50,1,0,36,
11/8/2020,06,56,1,0,36,
11/8/2020,06,57,1,0,36,
11/8/2020,06,57,1,0,36,
11/8/2020,06,59,1,0,36,
11/8/2020,07,03,1,0,35,
11/8/2020,07,03,1,0,35,
11/8/2020,07,04,1,0,35,
11/8/2020,07,04,1,0,35,
11/8/2020,07,05,2,0,35,
11/8/2020,07,14,1,0,35,
11/8/2020,07,15,1,0,35,
11/8/2020,07,15,1,0,34,
11/8/2020,07,18,1,0,34,
11/8/2020,07,18,1,0,34,
11/8/2020,07,19,1,0,34,
11/8/2020,07,19,1,0,34,
11/8/2020,07,20,1,0,34,
11/8/2020,07,20,1,0,34,
11/8/2020,07,21,1,0,34,
11/8/2020,07,22,1,0,34,
11/8/2020,07,30,1,0,32,
11/9/2020,08,55,1,0,22,
11/9/2020,09,05,1,0,23,
11/9/2020,09,15,1,0,24,
11/9/2020,09,23,1,0,25,
11/9/2020,09,25,1,0,25,
11/9/2020,09,32,1,0,26,
11/9/2020,10,20,1,0,29,
11/9/2020,10,52,1,0,29,
11/9/2020,10,53,1,0,29,
11/9/2020,10,54,1,0,29,
11/9/2020,10,56,1,0,30,
11/9/2020,11,08,1,0,30,
11/9/2020,11,08,1,0,30,
11/9/2020,11,14,1,0,30,
11/9/2020,11,14,1,0,30,
11/9/2020,11,18,1,0,30,
11/9/2020,11,19,1,0,30,
11/9/2020,11,19,1,0,30,
11/9/2020,11,27,1,0,30,
11/9/2020,11,30,1,0,31,
11/9/2020,11,38,1,0,31,
11/9/2020,11,39,1,0,31,
11/9/2020,11,39,2,0,31,
11/9/2020,11,42,1,0,31,
11/9/2020,11,43,1,0,31,
11/9/2020,11,59,1,0,32,
11/9/2020,12,09,1,0,32,
11/9/2020,12,09,1,0,32,
11/9/2020,12,23,1,0,33,
11/9/2020,12,26,1,0,33,
11/9/2020,12,26,1,0,33,
11/9/2020,12,30,1,0,33,
11/9/2020,12,31,1,0,33,
11/9/2020,12,31,1,0,33,
11/9/2020,12,32,1,0,33,
11/9/2020,12,33,1,0,33,
11/9/2020,12,33,1,0,33,
11/9/2020,12,39,1,0,33,
11/9/2020,12,43,1,0,33,
11/9/2020,12,46,1,0,33,
11/9/2020,12,50,1,0,33,
11/9/2020,12,50,1,0,34,
11/9/2020,12,59,1,0,34,
11/9/2020,01,04,1,0,34,
11/9/2020,01,05,1,0,34,
11/9/2020,01,17,1,0,35,
11/9/2020,01,17,1,0,35,
11/9/2020,01,18,2,0,35,
11/9/2020,01,18,2,0,35,
11/9/2020,01,19,1,0,35,
11/9/2020,01,19,1,0,35,
11/9/2020,01,20,2,0,35,
11/9/2020,01,20,1,0,35,
11/9/2020,01,21,1,0,35,
11/9/2020,01,31,1,0,35,
11/9/2020,01,43,1,0,35,
11/9/2020,01,44,2,0,35,
11/9/2020,01,47,1,0,36,
11/9/2020,01,47,1,0,36,
11/9/2020,01,48,1,0,36,
11/9/2020,01,49,1,0,36,
11/9/2020,01,50,1,0,36,
11/9/2020,01,50,1,0,36,
11/9/2020,01,52,1,0,36,
11/9/2020,01,52,1,0,36,
11/9/2020,01,55,1,0,36,
11/9/2020,01,59,1,0,36,
11/9/2020,02,07,1,0,37,
11/9/2020,02,08,1,0,37,
11/9/2020,02,12,1,0,37,
11/9/2020,02,13,2,0,37,
11/9/2020,02,14,1,0,37,
11/9/2020,02,19,1,0,37,
11/9/2020,02,19,1,0,37,
11/9/2020,02,20,1,0,37,
11/9/2020,02,22,1,0,37,
11/9/2020,02,23,1,0,37,
11/9/2020,02,24,1,0,37,
11/9/2020,02,24,1,0,37,
11/9/2020,02,25,1,0,37,
11/9/2020,02,25,1,0,37,
11/9/2020,02,26,1,0,37,
11/9/2020,02,26,1,0,37,
11/9/2020,02,27,1,0,37,
11/9/2020,02,27,1,0,37,
11/9/2020,02,36,1,0,38,
11/9/2020,02,37,1,0,38,
11/9/2020,02,41,2,0,38,
11/9/2020,02,42,1,0,38,
11/9/2020,02,43,1,0,38,
11/9/2020,02,44,2,0,38,
11/9/2020,02,45,1,0,38,
11/9/2020,02,45,1,0,38,
11/9/2020,02,46,1,0,38,
11/9/2020,02,47,1,0,38,
11/9/2020,02,48,1,0,38,
11/9/2020,02,52,1,0,38,
11/9/2020,02,55,1,0,38,
11/9/2020,02,57,2,0,38,
11/9/2020,02,58,1,0,38,
11/9/2020,02,59,1,0,38,
11/9/2020,03,02,1,0,38,
11/9/2020,03,03,1,0,38,
11/9/2020,03,06,1,0,38,
11/9/2020,03,07,1,0,38,
11/9/2020,03,08,2,0,38,
11/9/2020,03,08,2,0,38,
11/9/2020,03,09,2,0,38,
11/9/2020,03,09,2,0,38,
11/9/2020,03,10,1,0,38,
11/9/2020,03,10,1,0,38,
11/9/2020,03,14,1,0,38,
11/9/2020,03,15,1,0,38,
11/9/2020,03,20,1,0,38,
11/9/2020,03,22,1,0,39,
11/9/2020,03,22,1,0,39,
11/9/2020,03,29,1,0,39,
11/9/2020,03,40,1,0,40,
11/9/2020,03,41,1,0,40,
11/9/2020,03,41,1,0,40,
11/9/2020,03,47,1,0,39,
11/9/2020,03,48,1,0,39,
11/9/2020,03,49,2,0,39,
11/9/2020,03,49,1,0,39,
11/9/2020,03,49,1,0,39,
11/9/2020,03,50,1,0,39,
11/9/2020,03,51,1,0,39,
11/9/2020,03,54,1,0,39,
11/9/2020,03,55,1,0,39,
11/9/2020,03,58,1,0,39,
11/9/2020,03,59,1,0,39,
11/9/2020,03,59,2,0,39,
11/9/2020,04,00,1,0,39,
11/9/2020,04,00,1,0,39,
11/9/2020,04,06,1,0,38,
11/9/2020,04,07,1,0,38,
11/9/2020,04,08,1,0,38,
11/9/2020,04,08,1,0,38,
11/9/2020,04,09,1,0,38,
11/9/2020,04,10,1,0,38,
11/9/2020,04,10,1,0,38,
11/9/2020,04,11,1,0,38,
11/9/2020,04,11,1,0,38,
11/9/2020,04,17,1,0,38,
11/9/2020,04,18,1,0,38,
11/9/2020,04,20,1,0,38,
11/9/2020,04,20,1,0,38,
11/9/2020,04,23,1,0,38,
11/9/2020,04,24,1,0,38,
11/9/2020,04,24,1,0,38,
11/9/2020,04,25,1,0,38,
11/9/2020,04,26,1,0,38,
11/9/2020,04,27,1,0,38,
11/9/2020,04,27,1,0,38,
11/9/2020,04,30,1,0,38,
11/9/2020,04,31,1,0,38,
11/9/2020,04,35,1,0,37,
11/9/2020,04,35,1,0,37,
11/9/2020,04,39,1,0,37,
11/9/2020,04,39,1,0,37,
11/9/2020,04,40,1,0,37,
11/9/2020,04,44,1,0,36,
11/9/2020,04,44,1,0,36,
11/9/2020,04,47,1,0,36,
11/9/2020,04,47,1,0,36,
11/9/2020,04,48,2,0,36,
11/9/2020,04,48,1,0,36,
11/9/2020,04,49,1,0,36,
11/9/2020,04,55,1,0,36,
11/9/2020,04,57,1,0,35,
11/9/2020,04,58,1,0,35,
11/9/2020,04,58,1,0,35,
11/9/2020,04,59,1,0,35,
11/9/2020,05,00,1,0,35,
11/9/2020,05,01,1,0,35,
11/9/2020,05,01,1,0,35,
11/9/2020,05,05,2,0,35,
11/9/2020,05,06,2,0,35,
11/9/2020,05,07,1,0,35,
11/9/2020,05,07,1,0,35,
11/9/2020,05,08,1,0,35,
11/9/2020,05,11,1,0,35,
11/9/2020,05,14,1,0,35,
11/9/2020,05,15,1,0,35,
11/9/2020,05,16,1,0,35,
11/9/2020,05,17,1,0,35,
11/9/2020,05,24,1,0,34,
11/9/2020,05,24,1,0,34,
11/9/2020,05,25,1,0,34,
11/9/2020,05,27,1,0,34,
11/9/2020,05,27,1,0,34,
11/9/2020,05,31,1,0,34,
11/9/2020,05,32,1,0,34,
11/9/2020,05,34,1,0,34,
11/9/2020,05,34,1,0,34,
11/9/2020,05,35,1,0,34,
11/9/2020,05,42,2,0,34,
11/9/2020,05,43,1,0,34,
11/9/2020,05,43,1,0,34,
11/9/2020,05,46,1,0,34,
11/9/2020,05,52,1,0,37,
11/9/2020,05,53,1,0,37,
11/9/2020,05,53,1,0,37,
11/9/2020,05,57,1,0,37,
11/9/2020,05,57,2,0,38,
11/9/2020,05,58,1,0,38,
11/9/2020,05,58,2,0,38,
11/9/2020,05,59,1,0,38,
11/9/2020,06,00,1,0,39,
11/9/2020,06,00,1,0,39,
11/9/2020,06,01,1,0,39,
11/9/2020,06,08,1,0,40,
11/9/2020,06,09,1,0,40,
11/9/2020,06,13,1,0,40,
11/9/2020,06,16,1,0,41,
11/9/2020,06,17,1,0,41,
11/9/2020,06,23,1,0,41,
11/9/2020,06,24,1,0,41,
11/9/2020,06,24,1,0,41,
11/9/2020,06,25,1,0,41,
11/9/2020,06,29,1,0,41,
11/9/2020,06,30,2,0,41,
11/9/2020,06,30,1,0,41,
11/9/2020,06,32,1,0,41,
11/9/2020,06,32,1,0,41,
11/9/2020,06,34,1,0,41,
11/9/2020,06,42,1,0,41,
11/9/2020,06,42,2,0,41,
11/9/2020,06,43,1,0,41,
11/9/2020,06,43,1,0,41,
11/9/2020,06,44,1,0,41,
11/9/2020,06,49,1,0,41,
11/9/2020,06,50,1,0,40,
11/9/2020,06,50,1,0,40,
11/9/2020,06,51,1,0,40,
11/9/2020,06,51,1,0,40,
11/9/2020,06,52,1,0,40,
11/9/2020,06,52,2,0,40,
11/9/2020,06,53,1,0,40,
11/9/2020,06,53,1,0,40,
11/9/2020,06,54,2,0,40,
11/9/2020,06,54,2,0,40,
11/9/2020,06,55,2,0,40,
11/9/2020,06,57,1,0,40,
11/9/2020,07,04,1,0,40,
11/9/2020,07,09,1,1,40,
11/9/2020,07,16,1,0,39,
11/9/2020,07,17,2,0,39,
11/9/2020,07,22,1,0,38,
11/9/2020,07,23,1,0,38,
11/9/2020,07,23,1,0,37,
11/9/2020,07,24,1,0,37,
11/9/2020,07,24,1,0,37,
11/9/2020,07,25,1,0,37,
11/9/2020,07,26,1,0,37,
11/9/2020,07,27,1,0,37,
11/9/2020,07,30,1,0,36,
11/9/2020,07,39,1,0,35,
11/9/2020,07,41,1,0,34,
11/9/2020,07,46,1,0,33,
11/9/2020,07,47,1,0,33,
11/9/2020,07,47,1,0,33,
11/10/2020,11,17,1,0,30,
11/10/2020,11,17,1,0,30,
11/10/2020,11,26,1,0,30,
11/10/2020,11,30,1,0,30,
11/10/2020,12,01,1,0,31,
11/10/2020,12,09,1,0,31,
11/10/2020,12,13,1,0,32,
11/10/2020,12,16,1,0,32,
